N34,86.765674,71.514588,55.336936,59.259934,66.177314,61.187832,63.926246,52.85540399999999,61.62983,59.395304
N2,99.11494400000001,90.301894,99.59218,97.098582,99.47781,99.138208,66.25922,79.624032,99.704064,99.937244
N7,84.191158,93.79534000000001,80.251302,74.61538,56.94196,86.47775,62.494645999999996,70.685718,55.76364,57.802864
N28,69.95634,97.78273800000001,99.463482,94.15070399999999,98.45084,99.87469399999999,63.559197999999995,67.89828999999999,99.659692,67.378984
N20,88.531462,91.81397799999999,98.547398,94.52235,99.748088,99.97568,70.50688000000001,84.515498,98.601186,98.653964
N32,84.296864,97.01911199999999,67.44698799999999,99.712238,99.262126,99.793386,65.82381600000001,79.136394,98.583882,98.54735
N8,73.389802,98.91778599999999,70.695042,99.597228,99.53807,68.919826,64.382746,65.44038599999999,63.696822,71.007752
N11,60.966948,62.161104,55.43103000000001,63.768457999999995,99.050702,72.67139999999999,70.516142,66.7071,99.85839,61.477276
N25,86.04310600000001,94.455148,98.723204,96.675236,46.266734,64.948104,69.52172800000001,65.679738,73.599268,97.772788
N3,92.421486,98.30730199999999,98.603566,98.708898,99.79100600000001,99.546318,60.818720000000006,60.18573000000001,63.276444,59.016794
N26,61.500220000000006,87.0066,99.138158,99.64268200000001,98.962986,99.61105,79.597442,77.3672,70.445172,99.622872
N1,80.625654,97.874792,99.626728,99.312016,98.684702,98.666774,63.851872,60.134085999999996,77.271488,56.68256
N12,69.638272,98.710142,98.75604,97.82056,76.730482,56.159388,75.379458,64.008464,95.034302,90.063796
N24,68.306162,91.608928,99.747588,87.618416,98.1549,99.71555,61.676378,63.876834,99.988398,99.663956
N35,45.608,64.728062,99.027176,52.772439999999996,98.485468,99.684702,13.824826000000002,9.66516,99.915988,91.616272
N21,75.969314,89.462624,99.127206,99.19386999999999,98.550982,99.809676,73.69118999999999,53.595624,98.85730000000001,98.552832
N19,98.889794,99.311942,98.286136,98.725892,99.291026,96.47452399999999,73.593216,79.205842,98.980506,97.22939000000001
N22,59.002849999999995,68.429584,99.80519799999999,93.52282,99.689136,99.576562,62.117372,69.78181,96.492052,96.071112
N30,65.639914,65.24958600000001,60.17093799999999,98.825792,69.170428,77.36904799999999,65.873494,64.06081999999999,97.61887999999999,64.57297
N23,98.81213199999999,54.713378,99.739636,92.220596,69.645642,60.023308,50.19274,64.99281,61.88231400000001,91.059304
N27,83.27306399999999,90.617148,98.551874,59.24161,99.527698,99.07526,62.459467999999994,58.356706,99.215816,99.60276999999999
N16,68.122092,64.528576,95.889236,98.382854,99.866854,99.792508,60.810242,75.57630400000001,98.73536,99.65861000000001
N15,84.356668,98.906952,99.380496,98.744726,97.723052,99.371888,57.762820000000005,64.15845399999999,92.22443799999999,61.435662
N6,89.629488,98.041112,98.355502,99.413862,98.033254,98.274584,62.051586,71.439526,98.538064,73.460156
N4,87.077934,99.28188999999999,99.391816,99.732872,99.688012,99.76056,66.770228,68.936988,98.875596,58.105978
N14,72.873466,99.4711,99.636974,98.218358,99.45328599999999,99.45999,73.68656999999999,63.37691600000001,95.12255400000001,63.716134000000004
N17,97.036514,98.444098,89.556888,98.66719,99.701056,99.704114,74.284038,68.42247,98.01379999999999,99.41695200000001
N0,99.593608,85.72248,98.706686,98.582756,98.54366,98.605794,61.28789999999999,59.885619999999996,66.118634,68.358968
N5,98.72165000000001,98.471536,99.433908,98.583032,69.406488,99.154358,71.987966,80.268386,98.86924,61.515734
N33,82.195912,89.38623799999999,98.568338,98.66149800000001,98.71705800000001,98.70361,79.164464,74.198648,99.02839399999999,99.79259400000001
N9,63.459158,98.880342,99.23043799999999,88.814848,98.990352,99.582778,61.455667999999996,63.885452,70.84319,68.99163200000001
N18,72.522316,98.98053399999999,99.807368,99.66444800000001,99.921948,99.078762,72.16716600000001,51.341435999999995,97.60332000000001,98.92671800000001
N29,94.492322,98.29968,97.798186,99.162178,99.87469399999999,98.30878,57.11741,83.330358,94.34304399999999,95.475692
N31,84.88460599999999,92.132088,99.501996,99.279144,99.819108,99.17536799999999,61.398149999999994,69.630622,99.776936,96.983806
N10,85.280392,97.900166,99.43373,98.163156,98.946036,98.90984,75.96794,72.410212,99.597444,65.005418
N13,77.001098,98.961454,99.748272,98.255308,99.574592,99.05315,76.008008,81.054022,95.83120000000001,99.525662
