N10,88.480936,98.459604,99.018356,92.53196200000001,97.543244,99.171304,98.198162,89.589912,98.560976,65.005418
N27,84.366954,93.657148,98.9303,67.05762,99.77759400000001,99.084794,63.418470000000006,79.27924,98.104104,99.772746
N29,96.704734,99.34171,96.761342,98.639394,98.692142,92.999764,63.26823,76.34548799999999,97.166826,94.117306
N23,93.791208,53.868711999999995,98.30459,90.38372799999999,69.645642,60.023308,50.19274,64.99281,61.88231400000001,91.059304
N32,88.12675,99.182468,73.60229000000001,95.387576,81.91475,98.54343399999999,88.046414,60.596104,98.839234,99.920028
N28,67.70007799999999,98.34217600000001,98.239904,89.92835,99.57756599999999,99.433216,89.818446,90.42567,99.411912,70.041322
N17,98.81004,94.089914,99.339352,98.85225,94.40110200000001,98.96925399999999,95.683478,60.720898,98.767956,99.655286
N7,88.257154,98.10618,86.82788000000001,76.217518,56.94196,90.723392,62.494645999999996,70.685718,55.76364,56.335764
N13,72.703554,99.237082,99.185162,98.935464,99.140248,98.50979,82.985422,74.07243799999999,90.869114,99.415088
N14,69.345644,99.741848,99.62474999999999,97.37439,98.915034,98.70880199999999,86.29867399999999,63.37691600000001,96.151018,63.716134000000004
N0,99.80962799999999,86.903926,99.249464,98.52961,96.590142,98.850842,62.681304000000004,59.885619999999996,66.118634,68.358968
N34,87.786366,71.514588,55.336936,59.259934,66.177314,61.187832,63.926246,52.85540399999999,61.62983,59.395304
N9,60.698198000000005,98.849018,97.787182,87.288702,98.30100200000001,98.910994,60.265954,63.885452,70.84319,68.99163200000001
N19,98.756168,99.826362,98.766824,94.979094,99.38786400000001,95.108382,82.075864,72.684786,98.973552,98.21719399999999
N16,68.122092,64.528576,99.178642,94.357906,98.87957200000001,99.81212000000001,76.52669,69.082616,95.615472,99.350064
N1,83.731062,98.83797600000001,99.209682,99.344054,97.327776,99.997466,67.51494,60.134085999999996,77.271488,56.68256
N26,61.500220000000006,86.127686,99.519718,99.572894,99.866818,98.803884,78.846242,78.08651599999999,76.065884,99.501012
N18,71.558542,93.94667,98.793856,96.250008,96.399154,94.44784200000001,87.697598,62.504368,98.150094,99.59443399999999
N5,99.173656,92.616288,98.551444,96.20778399999999,68.483432,96.347376,74.453736,81.0889,99.07893,61.515734
N22,59.002849999999995,68.429584,93.731514,64.901392,98.155616,96.481256,88.586348,85.927378,98.76325,93.365996
N25,88.379188,94.455148,95.988688,94.82683,66.271158,64.948104,69.52172800000001,65.679738,73.599268,97.772788
N6,93.350976,97.854412,99.39643000000001,99.622176,99.818274,97.59236999999999,64.60443599999999,91.041294,99.020566,69.350636
N3,91.00309,98.672856,97.970174,95.61361000000001,98.77579800000001,99.79716400000001,62.212124,60.18573000000001,63.276444,59.016794
N30,65.639914,65.24958600000001,60.17093799999999,98.493186,63.29592,82.642014,65.873494,64.06081999999999,97.693818,64.57297
N12,60.790316,99.159516,99.966346,97.775692,79.07718,56.159388,74.347734,63.632908,97.56648,89.62485799999999
N21,71.70883599999999,91.328872,98.36859799999999,99.678904,98.847836,99.680656,78.74125,80.036654,98.22562,98.804422
N31,93.460516,95.70642000000001,99.761512,99.04185199999999,99.358028,96.357932,64.75985800000001,88.033942,98.291062,92.193678
N4,89.61463400000001,97.878568,96.495936,96.097848,98.43040400000001,97.85748600000001,76.17607,68.936988,98.929584,58.105978
N35,22.343698,63.771722,98.442142,69.69206199999999,98.909346,98.074268,18.28697,33.528898,98.380468,88.400796
N8,73.389802,99.892456,95.660578,97.93288799999999,99.96914799999999,79.386472,74.33494,65.44038599999999,63.696822,71.007752
N15,82.74489,98.38938,99.981832,98.637966,99.085832,96.357932,68.152382,72.806452,94.068932,61.435662
N11,60.966948,62.161104,55.43103000000001,69.246568,98.926614,78.28901,95.679054,89.421314,99.54548,61.346692000000004
N20,81.291086,92.87733,99.4749,90.02529200000001,98.82688200000001,98.77136800000001,84.07014000000001,87.981886,98.16276,98.40721599999999
N2,98.28992199999999,95.28903600000001,99.832562,97.614936,98.566672,98.919406,66.210786,97.669764,98.330482,97.23718
N24,69.165884,92.864788,97.983398,95.72581,97.86562599999999,98.76868,65.648134,86.07457600000001,98.911696,99.66223
N33,85.74561200000001,87.97045999999999,99.580386,99.758694,99.615544,99.536348,81.416848,71.97502,99.91994199999999,99.636868
