N26,18.418319999999998,44.15192,98.622228,99.060374,97.22603600000001,98.978212,26.779428,35.364792,39.4044,91.90339800000001
N27,40.67212,39.639345999999996,99.844256,51.20666000000001,99.078168,99.646402,41.506150000000005,36.761919999999996,98.9608,94.555864
N16,12.797317999999999,14.412126,75.352708,98.470336,98.745748,99.701108,40.441482,33.514862,97.393124,93.788838
N3,50.73803,98.877616,98.299054,98.94599,99.172628,87.1673,46.95843,9.765532,17.10873,20.718422
N17,49.515746,97.358176,91.346002,98.909632,79.249644,92.556258,59.161028,32.985816,92.209418,94.522542
N33,52.485594,75.814166,99.501836,97.27146,97.968146,98.615598,39.862767999999996,43.309426,98.06610599999999,88.10462799999999
N11,15.717036,20.801052000000002,18.976274,45.408885999999995,97.149218,19.599800000000002,38.002804,33.000358,99.449626,11.217232000000001
N8,11.596803999999999,98.717614,90.384984,99.55951400000001,97.476472,31.399835999999997,41.931236,19.993214000000002,9.701052,6.82121
N20,35.679054,41.497356,94.64733199999999,92.05515199999999,99.25527,99.000054,51.1763,32.784226,98.83567,93.71267
N18,32.922785999999995,97.79399,99.962752,97.105998,98.466258,87.038888,46.871628,33.468568,95.934986,95.102232
N31,41.13095,44.827434,99.15377,99.59014400000001,97.968146,99.45996000000001,44.982284,35.519818,98.015136,86.075608
N35,29.579714000000003,30.804094,99.73953,85.174396,97.968146,98.88541400000001,29.60628,23.113909999999997,95.853512,86.658274
N12,15.698846,98.986936,99.688398,99.790022,18.28592,11.720024,57.529180000000004,20.454506,92.74338800000001,85.179176
N22,22.17061,16.347739999999998,89.22909,97.542776,95.583288,93.830316,49.858774,37.742194,97.393124,85.52081799999999
N19,59.077743999999996,98.381036,98.53221599999999,96.282596,99.44863000000001,98.997508,47.31859,27.975911999999997,95.17500199999999,85.29637199999999
N34,53.487823999999996,11.906312,10.781448000000001,18.56185,9.523712,15.499199999999998,14.98573,16.252375999999998,19.051982000000002,20.11313
N6,40.711996,99.339148,98.80467,98.99001,97.00136,98.270082,43.675916,38.397828000000004,98.817842,19.280236000000002
N15,40.166146000000005,83.800586,98.775906,93.39529,97.38231,98.43793199999999,40.002852,29.466150000000003,87.58467800000001,14.259640000000001
N9,40.214403999999995,96.97666000000001,98.56233,70.07179599999999,98.504042,99.047714,19.614472,15.342838,9.841076,17.788225999999998
N14,41.264164,99.527378,98.35345,98.696954,84.333812,90.516524,42.786108,18.367696,85.069616,20.560184
N2,99.625588,39.179794,99.555446,99.24056399999999,96.875986,99.332914,38.2892,34.229272,97.130954,92.466808
N4,54.037634000000004,99.587748,69.13381199999999,99.595556,98.095936,94.88287199999999,45.960975999999995,12.810996,98.849962,14.329956
N0,42.899314,20.895512,99.89909,99.868064,95.20280199999999,92.47034,51.011094,11.005604,15.506310000000001,16.213896
N29,49.032508,95.583938,86.581014,99.02584,98.509856,93.647114,38.74836,31.969004,91.27548399999999,91.21383800000001
N30,11.95524,13.433708,16.544178000000002,94.0733,13.028142,24.015574,17.408836,20.230112,99.054452,14.50816
N32,42.376432,99.512378,35.81048,95.621252,79.10768999999999,87.808492,53.010936,32.485838,98.849962,92.39278399999999
N28,42.888088,51.126212,97.03037,55.632557999999996,97.37557,68.327204,49.193608,30.594824,97.33323200000001,12.670638
N7,47.720932,70.08107799999999,29.077338,34.842756,18.951256,38.673925999999994,12.891912,14.721207999999999,14.965328,15.798480000000001
N25,24.195066,22.311526,82.675622,20.172328,17.158142,16.499082,13.367988,9.940622000000001,16.13211,31.53971
N21,42.07945,47.054748000000004,98.590842,98.698624,97.039124,99.194874,21.627256,25.935012,99.04687,89.90267800000001
N24,37.14772,41.712092,99.091256,97.259172,96.7847,99.21726600000001,41.193012,37.117376,96.714668,95.846498
N1,42.71397,98.300252,99.16155599999999,98.054936,98.94472,92.978478,23.310371999999997,12.693080000000002,20.442584,12.985772
N10,47.884888,51.126212,96.32616,54.75206,97.643398,41.519694,49.473064,35.335082,97.441162,14.254364
N23,22.18637,14.515696,81.252394,19.079093999999998,25.062738,13.440258,20.552561999999998,15.88137,11.967924,29.190732000000004
N5,99.178598,97.64569,92.65219,97.25554600000001,25.158482,89.599392,24.804696,42.128302,98.849962,12.1144
N13,33.02845,98.75859,99.70457,99.171358,96.038568,90.230376,47.319146,26.009192,90.538116,93.788838
