0.00 CONN 19 14 up
10.00 CONN 19 14 down
396.00 CONN 12 1 up
406.00 CONN 12 1 down
433.00 CONN 1 12 up
443.00 CONN 1 12 down
627.00 CONN 19 14 up
637.00 CONN 19 14 down
873.00 CONN 15 14 up
873.00 CONN 15 19 up
883.00 CONN 15 14 down
883.00 CONN 15 19 down
1055.00 CONN 19 14 up
1065.00 CONN 19 14 down
1192.00 CONN 19 14 up
1202.00 CONN 19 14 down
1487.00 CONN 19 14 up
1497.00 CONN 19 14 down
1604.00 CONN 19 14 up
1614.00 CONN 19 14 down
1783.00 CONN 19 14 up
1793.00 CONN 19 14 down
1846.00 CONN 1 14 up
1846.00 CONN 1 19 up
1856.00 CONN 1 14 down
1856.00 CONN 1 19 down
2139.00 CONN 1 14 up
2139.00 CONN 1 19 up
2149.00 CONN 1 14 down
2149.00 CONN 1 19 down
3053.00 CONN 11 1 up
3053.00 CONN 11 14 up
3053.00 CONN 11 19 up
3063.00 CONN 11 1 down
3063.00 CONN 11 14 down
3063.00 CONN 11 19 down
3550.00 CONN 11 14 up
3550.00 CONN 11 19 up
3560.00 CONN 11 14 down
3560.00 CONN 11 19 down
3920.00 CONN 11 14 up
3920.00 CONN 11 19 up
3930.00 CONN 11 14 down
3930.00 CONN 11 19 down
5146.00 CONN 19 20 up
5156.00 CONN 19 20 down
5566.00 CONN 8 14 up
5576.00 CONN 8 14 down
5765.00 CONN 14 8 up
5775.00 CONN 14 8 down
5861.00 CONN 8 14 up
5871.00 CONN 8 14 down
7686.00 CONN 20 19 up
7696.00 CONN 20 19 down
11772.00 CONN 19 20 up
11782.00 CONN 19 20 down
13084.00 CONN 8 19 up
13084.00 CONN 8 20 up
13094.00 CONN 8 19 down
13094.00 CONN 8 20 down
17903.00 CONN 12 20 up
17913.00 CONN 12 20 down
17998.00 CONN 1 14 up
18008.00 CONN 1 14 down
18080.00 CONN 20 19 up
18090.00 CONN 20 19 down
18147.00 CONN 19 20 up
18157.00 CONN 19 20 down
18257.00 CONN 19 20 up
18267.00 CONN 19 20 down
18339.00 CONN 19 12 up
18349.00 CONN 19 12 down
18575.00 CONN 19 12 up
18585.00 CONN 19 12 down
18609.00 CONN 19 12 up
18619.00 CONN 19 12 down
18645.00 CONN 19 12 up
18655.00 CONN 19 12 down
19383.00 CONN 19 20 up
19393.00 CONN 19 20 down
19773.00 CONN 19 20 up
19783.00 CONN 19 20 down
19849.00 CONN 19 12 up
19859.00 CONN 19 12 down
22388.00 CONN 19 20 up
22398.00 CONN 19 20 down
22424.00 CONN 19 20 up
22434.00 CONN 19 20 down
22458.00 CONN 19 20 up
22468.00 CONN 19 20 down
22493.00 CONN 19 20 up
22503.00 CONN 19 20 down
22761.00 CONN 19 20 up
22771.00 CONN 19 20 down
23882.00 CONN 19 20 up
23892.00 CONN 19 20 down
23917.00 CONN 19 20 up
23927.00 CONN 19 20 down
23954.00 CONN 19 20 up
23964.00 CONN 19 20 down
23994.00 CONN 19 20 up
24004.00 CONN 19 20 down
24558.00 CONN 19 20 up
24568.00 CONN 19 20 down
26230.00 CONN 20 19 up
26240.00 CONN 20 19 down
26262.00 CONN 19 20 up
26272.00 CONN 19 20 down
26369.00 CONN 19 20 up
26379.00 CONN 19 20 down
26486.00 CONN 19 20 up
26496.00 CONN 19 20 down
26953.00 CONN 19 20 up
26963.00 CONN 19 20 down
26993.00 CONN 19 20 up
27003.00 CONN 19 20 down
27138.00 CONN 19 20 up
27148.00 CONN 19 20 down
27415.00 CONN 19 20 up
27425.00 CONN 19 20 down
27531.00 CONN 19 20 up
27541.00 CONN 19 20 down
27868.00 CONN 20 19 up
27878.00 CONN 20 19 down
28332.00 CONN 19 20 up
28342.00 CONN 19 20 down
28982.00 CONN 20 14 up
28992.00 CONN 20 14 down
29023.00 CONN 20 14 up
29025.00 CONN 19 14 up
29025.00 CONN 19 20 up
29033.00 CONN 20 14 down
29035.00 CONN 19 14 down
29035.00 CONN 19 20 down
29105.00 CONN 20 14 up
29105.00 CONN 20 19 up
29115.00 CONN 20 14 down
29115.00 CONN 20 19 down
33037.00 CONN 13 11 up
33047.00 CONN 13 11 down
177788.00 CONN 12 1 up
177798.00 CONN 12 1 down
178218.00 CONN 12 1 up
178228.00 CONN 12 1 down
181468.00 CONN 12 1 up
181478.00 CONN 12 1 down
183867.00 CONN 1 12 up
183877.00 CONN 1 12 down
186936.00 CONN 1 12 up
186946.00 CONN 1 12 down
245651.00 CONN 13 17 up
245661.00 CONN 13 17 down
246461.00 CONN 13 17 up
246471.00 CONN 13 17 down
247284.00 CONN 17 13 up
247294.00 CONN 17 13 down
247666.00 CONN 17 13 up
247676.00 CONN 17 13 down
248319.00 CONN 9 13 up
248319.00 CONN 9 17 up
248329.00 CONN 9 13 down
248329.00 CONN 9 17 down
248678.00 CONN 9 13 up
248678.00 CONN 9 17 up
248688.00 CONN 9 13 down
248688.00 CONN 9 17 down
248689.00 CONN 0 5 up
248699.00 CONN 0 5 down
248918.00 CONN 11 9 up
248918.00 CONN 11 13 up
248918.00 CONN 11 17 up
248928.00 CONN 11 9 down
248928.00 CONN 11 13 down
248928.00 CONN 11 17 down
249174.00 CONN 0 9 up
249174.00 CONN 0 13 up
249174.00 CONN 0 17 up
249184.00 CONN 0 9 down
249184.00 CONN 0 13 down
249184.00 CONN 0 17 down
249734.00 CONN 0 9 up
249734.00 CONN 0 13 up
249734.00 CONN 0 17 up
249744.00 CONN 0 9 down
249744.00 CONN 0 13 down
249744.00 CONN 0 17 down
250078.00 CONN 16 15 up
250088.00 CONN 16 15 down
250240.00 CONN 0 9 up
250240.00 CONN 0 13 up
250240.00 CONN 0 17 up
250250.00 CONN 0 9 down
250250.00 CONN 0 13 down
250250.00 CONN 0 17 down
250355.00 CONN 9 0 up
250355.00 CONN 9 13 up
250355.00 CONN 9 17 up
250365.00 CONN 9 0 down
250365.00 CONN 9 13 down
250365.00 CONN 9 17 down
250395.00 CONN 16 15 up
250405.00 CONN 16 15 down
250503.00 CONN 9 0 up
